"","sheet","chain","co_owned","state","empft","emppt","wage_st","empft2","emppt2","wage_st2","fte","fte2","dfte","gap","dw","sample"
"227",107,1,1,1,6,11,4.25,13.5,10,5.05000019073486,11.5,18.5,7,0.18823529779911,0.800000190734863,1
"228",108,1,0,1,13.5,15,4.25,11,24,5.05000019073486,21,23,2,0.18823529779911,0.800000190734863,1
"229",111,3,0,1,17,14,4.25,20,14.5,5.05000019073486,24,27.25,3.25,0.18823529779911,0.800000190734863,1
"230",114,1,0,1,0,35,4.75,20,40,5.25,17.5,40,22.5,0.063157893717289,0.5,1
"231",115,1,0,1,20,25,4.75,6,15,5.05000019073486,32.5,13.5,-19,0.063157893717289,0.300000190734863,1
"232",116,1,0,1,4,22.5,4.25,22,12,5.05000019073486,15.25,28,12.75,0.18823529779911,0.800000190734863,1
"233",118,1,0,1,10,15,4.25,18,20,5.05000019073486,17.5,28,10.5,0.18823529779911,0.800000190734863,1
"234",119,1,0,1,12,19,4.75,18,13,5.05000019073486,21.5,24.5,3,0.063157893717289,0.300000190734863,1
"235",120,1,1,1,0,32,4.5,0,30,5.05000019073486,16,15,-1,0.122222222387791,0.550000190734863,1
"236",122,1,0,1,1,38,4.25,10,50,5.05000019073486,20,35,15,0.18823529779911,0.800000190734863,1
"237",124,1,0,1,8,10,4.25,21,6,5.05000019073486,13,24,11,0.18823529779911,0.800000190734863,1
"238",125,2,0,1,15,0,4.5,0,15,5.05000019073486,15,7.5,-7.5,0.122222222387791,0.550000190734863,1
"239",130,3,1,1,7,25.5,4.5,2,38,5.05000019073486,19.75,21,1.25,0.122222222387791,0.550000190734863,1
"240",132,3,1,1,20,20,4.5,15,20,5.5,30,25,-5,0.122222222387791,1,1
"241",133,3,1,1,6,16,4.75,3,20,5.05000019073486,14,13,-1,0.063157893717289,0.300000190734863,1
"242",134,3,0,1,5.5,25,4.61999988555908,6,27.5,5.05000019073486,18,19.75,1.75,0.0930736213922501,0.430000305175781,1
"243",136,3,1,1,14.5,14.5,4.25,NA,NA,NA,21.75,NA,NA,0.18823529779911,NA,0
"244",137,3,1,1,15,25,4.25,12,30,5.05000019073486,27.5,27,-0.5,0.18823529779911,0.800000190734863,1
"245",140,4,0,1,0,40,4.5,5,35,5.67000007629395,20,22.5,2.5,0.122222222387791,1.17000007629395,1
"246",141,4,0,1,10,15,4.75,10,25,5.05000019073486,17.5,22.5,5,0.063157893717289,0.300000190734863,1
"247",142,4,0,1,15,35,4.25,40,31,5.05000019073486,32.5,55.5,23,0.18823529779911,0.800000190734863,1
"248",146,1,0,1,8,20,4.80000019073486,0,32,5.05000019073486,18,16,-2,0.0520832911133766,0.25,1
"249",149,1,0,1,0,20,4.5,8,10,5.05000019073486,10,13,3,0.122222222387791,0.550000190734863,1
"250",150,1,0,1,0,27.5,4.67000007629395,12,20,5.75,13.75,22,8.25,0.081370435655117,1.07999992370605,1
"251",156,1,0,1,8,15,4.86999988555908,2,18,5.05000019073486,15.5,11,-4.5,0.0369610115885735,0.180000305175781,1
"252",158,2,0,1,2,7,4.5,3,4,5.05000019073486,5.5,5,-0.5,0.122222222387791,0.550000190734863,1
"253",159,2,0,1,6,12,4.5,10,5,5.25,12,12.5,0.5,0.122222222387791,0.75,1
"254",162,3,1,1,0,40,4.75,3,30,5.05000019073486,20,18,-2,0.063157893717289,0.300000190734863,1
"255",166,4,0,1,8,32,4.75,0,35,5.05000019073486,24,17.5,-6.5,0.063157893717289,0.300000190734863,1
"256",168,1,0,1,5,20,4.25,0,32,5.25,15,16,1,0.18823529779911,1,1
"257",171,1,1,1,2,32,4.25,10,12.5,5.05000019073486,18,16.25,-1.75,0.18823529779911,0.800000190734863,1
"258",172,1,0,1,0,24,4.75,7,23,5.05000019073486,12,18.5,6.5,0.063157893717289,0.300000190734863,1
"259",173,1,0,1,6,40,4.84999990463257,11,30,5.05000019073486,26,26,0,0.0412371344864368,0.200000286102295,1
"260",174,1,0,1,11,20,4.75,20,20,5.05000019073486,21,30,9,0.063157893717289,0.300000190734863,1
"261",176,1,0,1,15,21,4.61999988555908,20,27.5,5.05000019073486,25.5,33.75,8.25,0.0930736213922501,0.430000305175781,1
"262",178,2,1,1,13,12,4.25,1,10,5.05000019073486,19,6,-13,0.18823529779911,0.800000190734863,1
"263",179,2,0,1,2,12,4.25,2,10,5.05000019073486,8,7,-1,0.18823529779911,0.800000190734863,1
"264",180,2,0,1,8,3,4.5,0,17.5,5.05000019073486,9.5,8.75,-0.75,0.122222222387791,0.550000190734863,1
"265",182,2,0,1,3,15,4.5,0,15,5.05000019073486,10.5,7.5,-3,0.122222222387791,0.550000190734863,1
"266",183,2,0,1,12,4,4.61999988555908,15,10,5.05000019073486,14,20,6,0.0930736213922501,0.430000305175781,1
"267",185,2,0,1,2,9,4.5,2,6,5.05000019073486,6.5,5,-1.5,0.122222222387791,0.550000190734863,1
"268",186,3,0,1,10,20,4.75,12,18,5.05000019073486,20,21,1,0.063157893717289,0.300000190734863,1
"269",189,3,0,1,4,15,4.75,0,19,5.05000019073486,11.5,9.5,-2,0.063157893717289,0.300000190734863,1
"270",192,4,0,1,20,10,4.86999988555908,4.5,30,5.25,25,19.5,-5.5,0.0369610115885735,0.380000114440918,1
"271",193,4,0,1,1,13,4.5,4,9,5.05000019073486,7.5,8.5,1,0.122222222387791,0.550000190734863,1
"272",195,4,0,1,0,30,4.25,8,25,5.05000019073486,15,20.5,5.5,0.18823529779911,0.800000190734863,1
"273",198,1,0,1,NA,NA,4.25,10,32,5.05000019073486,NA,26,NA,0.18823529779911,0.800000190734863,0
"274",199,2,0,1,0,12,4.34999990463257,11,3,5.05000019073486,6,12.5,6.5,0.160919561982155,0.700000286102295,1
"275",200,1,0,1,0,60,4.25,5,40,5.05000019073486,30,25,-5,0.18823529779911,0.800000190734863,1
"276",201,1,0,1,0,33,4.5,16,22,5.05000019073486,16.5,27,10.5,0.122222222387791,0.550000190734863,1
"277",202,1,0,1,30,14,4.25,13,11,5.05000019073486,37,18.5,-18.5,0.18823529779911,0.800000190734863,1
"278",203,1,0,1,9,12,4.25,4,34,5.05000019073486,15,21,6,0.18823529779911,0.800000190734863,1
"279",204,1,0,1,10,8.5,4.25,12,13.5,5.05000019073486,14.25,18.75,4.5,0.18823529779911,0.800000190734863,1
"280",207,2,1,1,8,10,4.75,8.5,6,5.19999980926514,13,11.5,-1.5,0.063157893717289,0.449999809265137,1
"281",208,3,1,1,12,32,4.61999988555908,5,32,5.05000019073486,28,21,-7,0.0930736213922501,0.430000305175781,1
"282",209,3,1,1,4,36,4.25,6,37,5.05000019073486,22,24.5,2.5,0.18823529779911,0.800000190734863,1
"283",210,4,1,1,0,19,4.5,0,14,5.05000019073486,9.5,7,-2.5,0.122222222387791,0.550000190734863,1
"284",211,1,0,1,3,28,4.5,2,35,5.05000019073486,17,19.5,2.5,0.122222222387791,0.550000190734863,1
"285",212,1,0,1,11,17.5,4.5,20,15,5.05000019073486,19.75,27.5,7.75,0.122222222387791,0.550000190734863,1
"286",213,1,1,1,4.5,20,4.55000019073486,12,17.5,5.05000019073486,14.5,20.75,6.25,0.109890066087246,0.5,1
"287",214,1,0,1,2,30,4.61999988555908,0,35,5.05000019073486,17,17.5,0.5,0.0930736213922501,0.430000305175781,1
"288",215,1,0,1,10,10,4.5,20,10,5.05000019073486,15,25,10,0.122222222387791,0.550000190734863,1
"289",216,2,0,1,2,11,4.25,2,18,5.05000019073486,7.5,11,3.5,0.18823529779911,0.800000190734863,1
"290",217,2,1,1,2,13,4.25,0,12,5.05000019073486,8.5,6,-2.5,0.18823529779911,0.800000190734863,1
"291",218,2,1,1,7,4,4.34999990463257,5,3,5.05000019073486,9,6.5,-2.5,0.160919561982155,0.700000286102295,1
"292",219,2,1,1,3,9,4.25,9,9,5.05000019073486,7.5,13.5,6,0.18823529779911,0.800000190734863,1
"293",220,2,0,1,3,15,4.25,3,12,5.05000019073486,10.5,9,-1.5,0.18823529779911,0.800000190734863,1
"294",221,2,0,1,1,28,4.59999990463257,1,15,5.05000019073486,15,8.5,-6.5,0.0978261083364487,0.450000286102295,1
"295",222,3,1,1,2,24,4.25,2,15,5.05000019073486,14,9.5,-4.5,0.18823529779911,0.800000190734863,1
"296",223,3,1,1,3,18,4.75,3,20,5.05000019073486,12,13,1,0.063157893717289,0.300000190734863,1
"297",225,3,1,1,3,27,4.75,12,25,5.05000019073486,16.5,24.5,8,0.063157893717289,0.300000190734863,1
"298",226,4,0,1,0,22,4.25,0,26,5.30000019073486,11,13,2,0.18823529779911,1.05000019073486,1
"299",228,4,0,1,3,28.5,4.5,11,19,5.05000019073486,17.25,20.5,3.25,0.122222222387791,0.550000190734863,1
"300",229,1,0,1,3,40,4.5,22,11,5.5,23,27.5,4.5,0.122222222387791,1,1
"301",230,1,0,1,0,25,4.25,15,17,5.05000019073486,12.5,23.5,11,0.18823529779911,0.800000190734863,1
"302",232,1,0,1,18,6,4.75,18,10,5.05000019073486,21,23,2,0.063157893717289,0.300000190734863,1
"303",233,1,0,1,19,7,4.65000009536743,15,7,5.05000019073486,22.5,18.5,-4,0.0860214829444885,0.400000095367432,1
"304",235,1,0,1,5,17,4.25,NA,28,5.05000019073486,13.5,NA,NA,0.18823529779911,0.800000190734863,0
"305",237,1,0,1,12,11,4.25,9,17,5.05000019073486,17.5,17.5,0,0.18823529779911,0.800000190734863,1
"306",238,2,1,1,0,22,4.75,25,15,5.05000019073486,11,32.5,21.5,0.063157893717289,0.300000190734863,1
"307",239,2,0,1,15,4,4.25,0,19,5.05000019073486,17,9.5,-7.5,0.18823529779911,0.800000190734863,1
"308",243,3,1,1,7,25,4.5,7,22,5.05000019073486,19.5,18,-1.5,0.122222222387791,0.550000190734863,1
"309",244,3,1,1,12,30,4.25,16,12,5.05000019073486,27,22,-5,0.18823529779911,0.800000190734863,1
"310",247,4,0,1,0,40,4.5,0,40,5.05000019073486,20,20,0,0.122222222387791,0.550000190734863,1
"311",248,4,0,1,8,16,4.75,10,14,5.05000019073486,16,17,1,0.063157893717289,0.300000190734863,1
"312",249,1,0,1,6,6,4.36999988555908,10,12,5.05000019073486,9,16,7,0.155606433749199,0.680000305175781,1
"313",250,2,1,1,1,4,4.5,2,4,5.05000019073486,3,4,1,0.122222222387791,0.550000190734863,1
"314",253,3,1,1,7,7,4.86999988555908,4,8,5.05000019073486,10.5,8,-2.5,0.0369610115885735,0.180000305175781,1
"315",257,1,0,1,20,10,4.25,NA,NA,NA,25,NA,NA,0.18823529779911,NA,0
"316",258,1,0,1,4,22,4.25,20,18,5.05000019073486,15,29,14,0.18823529779911,0.800000190734863,1
"317",260,1,1,1,10,20,4.25,4,26,5.05000019073486,20,17,-3,0.18823529779911,0.800000190734863,1
"318",262,1,0,1,7,13,4.25,0,22.5,5.05000019073486,13.5,11.25,-2.25,0.18823529779911,0.800000190734863,1
"319",264,1,0,1,0,10,4.25,0,23,5.05000019073486,5,11.5,6.5,0.18823529779911,0.800000190734863,1
"320",265,1,0,1,0,20,4.25,0,0,NA,10,0,-10,0.18823529779911,NA,0
"321",267,1,0,1,6.5,20,4.25,30,25,5.05000019073486,16.5,42.5,26,0.18823529779911,0.800000190734863,1
"322",269,2,1,1,2,10,4.44999980926514,10,3,5.05000019073486,7,11.5,4.5,0.134831503033638,0.600000381469727,1
"323",273,2,1,1,2,14,4.61999988555908,2,11,5.05000019073486,9,7.5,-1.5,0.0930736213922501,0.430000305175781,1
"324",275,2,1,1,4,4,4.25,1,8,5.05000019073486,6,5,-1,0.18823529779911,0.800000190734863,1
"325",277,2,1,1,2,15,4.25,1,14,5.05000019073486,9.5,8,-1.5,0.18823529779911,0.800000190734863,1
"326",278,2,1,1,3,4,4.25,0,9,5.05000019073486,5,4.5,-0.5,0.18823529779911,0.800000190734863,1
"327",282,3,1,1,2,14,4.25,0,0,NA,9,0,-9,0.18823529779911,NA,0
"328",284,3,1,1,5,23,4.5,6,12,5.05000019073486,16.5,12,-4.5,0.122222222387791,0.550000190734863,1
"329",285,3,1,1,3,25,4.75,3,15,5.05000019073486,15.5,10.5,-5,0.063157893717289,0.300000190734863,1
"330",286,3,1,1,1,15,4.75,2,15,5.05000019073486,8.5,9.5,1,0.063157893717289,0.300000190734863,1
"331",287,3,1,1,3,18,4.5,2,15,5.05000019073486,12,9.5,-2.5,0.122222222387791,0.550000190734863,1
"332",288,3,1,1,0,20,4.75,5,9,5.05000019073486,10,9.5,-0.5,0.063157893717289,0.300000190734863,1
"333",289,3,1,1,2,12,4.25,3,10,5.05000019073486,8,8,0,0.18823529779911,0.800000190734863,1
"334",290,4,0,1,8,12,4.75,0,23,5.05000019073486,14,11.5,-2.5,0.063157893717289,0.300000190734863,1
"335",291,4,0,1,4,20,4.55000019073486,5,16,5.09999990463257,14,13,-1,0.109890066087246,0.549999713897705,1
"336",292,4,0,1,10,15,4.80000019073486,15,11,5.05000019073486,17.5,20.5,3,0.0520832911133766,0.25,1
"337",295,1,0,1,8,9,4.75,NA,21,5.05000019073486,12.5,NA,NA,0.063157893717289,0.300000190734863,0
"338",297,1,1,1,9,15,4.25,15,30,5.05000019073486,16.5,30,13.5,0.18823529779911,0.800000190734863,1
"339",303,3,1,1,10,35,4.34999990463257,12,35,5.05000019073486,27.5,29.5,2,0.160919561982155,0.700000286102295,1
"340",304,3,0,1,10,20,4.5,10,15,5.05000019073486,20,17.5,-2.5,0.122222222387791,0.550000190734863,1
"341",305,3,1,1,0,20,4.3899998664856,5,22,5.05000019073486,10,16,6,0.150341719388962,0.660000324249268,1
"342",307,3,1,1,17.5,17.5,4.25,25,25,5.19999980926514,26.25,37.5,11.25,0.18823529779911,0.949999809265137,1
"343",310,4,0,1,0,28,4.25,3,23,5.05000019073486,14,14.5,0.5,0.18823529779911,0.800000190734863,1
"344",312,1,0,1,4,6,4.25,3,2,5.05000019073486,7,4,-3,0.18823529779911,0.800000190734863,1
"345",313,1,0,1,11,9,4.5,0,30,5.05000019073486,15.5,15,-0.5,0.122222222387791,0.550000190734863,0
"346",314,1,0,1,8,12,4.61999988555908,15,6,5.25,14,18,4,0.0930736213922501,0.630000114440918,1
"347",316,1,1,1,15,15,4.61999988555908,12,14,5.05000019073486,22.5,19,-3.5,0.0930736213922501,0.430000305175781,1
"348",317,1,0,1,0,8,4.25,4,0,5.05000019073486,4,4,0,0.18823529779911,0.800000190734863,1
"349",318,2,0,1,5,7,4.75,7,6,5.05000019073486,8.5,10,1.5,0.063157893717289,0.300000190734863,1
"350",319,2,0,1,0,11,4.61999988555908,22,4,5.05000019073486,5.5,24,18.5,0.0930736213922501,0.430000305175781,1
"351",322,3,1,1,8,13,4.75,12,5,5.05000019073486,14.5,14.5,0,0.063157893717289,0.300000190734863,1
"352",325,3,1,1,4,15,4.5,1,15,5.05000019073486,11.5,8.5,-3,0.122222222387791,0.550000190734863,1
"353",333,1,0,1,2,16.5,4.25,3,20,5.05000019073486,10.25,13,2.75,0.18823529779911,0.800000190734863,1
"354",336,1,0,1,28,12,4.5,10,20,5.05000019073486,34,20,-14,0.122222222387791,0.550000190734863,1
"355",337,1,1,1,5,29.5,4.86999988555908,25,5,5.05000019073486,19.75,27.5,7.75,0.0369610115885735,0.180000305175781,1
"356",339,1,1,1,18,6,4.25,5,9,5.05000019073486,21,9.5,-11.5,0.18823529779911,0.800000190734863,1
"357",340,1,0,1,6,30,4.25,15,17,5.05000019073486,21,23.5,2.5,0.18823529779911,0.800000190734863,1
"358",341,2,1,1,2,7,4.61999988555908,3,7,5.05000019073486,5.5,6.5,1,0.0930736213922501,0.430000305175781,1
"359",343,2,1,1,10,6,4.75,4,11,5.05000019073486,13,9.5,-3.5,0.063157893717289,0.300000190734863,1
"360",346,2,1,1,2,10.5,4.25,3,12,NA,7.25,9,1.75,0.18823529779911,NA,0
"361",348,3,1,1,3,10.5,4.25,0,0,NA,8.25,0,-8.25,0.18823529779911,NA,0
"362",350,3,1,1,8,9,4.75,5,20,5.05000019073486,12.5,15,2.5,0.063157893717289,0.300000190734863,1
"363",351,3,1,1,2,27.5,4.25,10,20,5.05000019073486,15.75,20,4.25,0.18823529779911,0.800000190734863,1
"364",352,3,1,1,0,19,4.75,NA,NA,NA,9.5,NA,NA,0.063157893717289,NA,0
"365",353,3,1,1,7.5,22.5,4.36999988555908,NA,31,5.05000019073486,18.75,NA,NA,0.155606433749199,0.680000305175781,0
"366",355,4,0,1,2,17,4.86999988555908,3,17,NA,10.5,11.5,1,0.0369610115885735,NA,0
"367",359,1,1,1,0,22,4.25,0,26,5.05000019073486,11,13,2,0.18823529779911,0.800000190734863,1
"368",360,1,0,1,3,25,4.25,5,32,5.05000019073486,15.5,21,5.5,0.18823529779911,0.800000190734863,1
"369",361,1,0,1,6,13,4.25,4,23,5.05000019073486,12.5,15.5,3,0.18823529779911,0.800000190734863,1
"370",362,2,0,1,6,13,4.25,24,4,5.05000019073486,12.5,26,13.5,0.18823529779911,0.800000190734863,0
"371",363,2,0,1,0,25,4.25,14,7,5.19999980926514,12.5,17.5,5,0.18823529779911,0.949999809265137,1
"372",364,2,0,1,3.5,20,4.25,1,30,5.05000019073486,13.5,16,2.5,0.18823529779911,0.800000190734863,1
"373",366,3,0,1,2,17,4.5,1,19,5.05000019073486,10.5,10.5,0,0.122222222387791,0.550000190734863,1
"374",368,4,0,1,0,20,4.25,0,25,5.05000019073486,10,12.5,2.5,0.18823529779911,0.800000190734863,1
"375",369,1,1,1,0,15,4.34999990463257,0,0,NA,7.5,0,-7.5,0.160919561982155,NA,0
"376",370,1,0,1,20,11.5,4.84999990463257,26,5,5.05000019073486,25.75,28.5,2.75,0.0412371344864368,0.200000286102295,1
"377",376,1,0,1,4,10,4.5,0,17,5.05000019073486,9,8.5,-0.5,0.122222222387791,0.550000190734863,1
"378",377,1,0,1,12,6,4.25,11,12,5.05000019073486,15,17,2,0.18823529779911,0.800000190734863,1
"379",379,1,0,1,20,12,4.61999988555908,28,6,5.05000019073486,26,31,5,0.0930736213922501,0.430000305175781,1
"380",380,1,0,1,10,15,4.5,15,14,5.05000019073486,17.5,22,4.5,0.122222222387791,0.550000190734863,1
"381",383,1,0,1,6,4,4.5,7,2,5.05000019073486,8,8,0,0.122222222387791,0.550000190734863,1
"382",384,1,0,1,NA,NA,4.65000009536743,0,30,5.05000019073486,NA,15,NA,0.0860214829444885,0.400000095367432,0
"383",385,1,0,1,16,14,4.25,15,14,5.05000019073486,23,22,-1,0.18823529779911,0.800000190734863,1
"384",386,1,0,1,0,19,4.25,14,10,5.05000019073486,9.5,19,9.5,0.18823529779911,0.800000190734863,1
"385",391,2,0,1,15,5,4.25,12,7,5.05000019073486,17.5,15.5,-2,0.18823529779911,0.800000190734863,1
"386",393,2,1,1,4,10,4.61999988555908,18,4,5.25,9,20,11,0.0930736213922501,0.630000114440918,1
"387",396,3,1,1,24,16,4.86999988555908,8,30,5.40000009536743,32,23,-9,0.0369610115885735,0.53000020980835,1
"388",397,3,1,1,4,28,4.25,6,15,5.05000019073486,18,13.5,-4.5,0.18823529779911,0.800000190734863,1
"389",398,3,1,1,14,13,4.75,25,15,5.05000019073486,20.5,32.5,12,0.063157893717289,0.300000190734863,1
"390",399,3,1,1,13,8,4.86999988555908,18,18,5.05000019073486,17,27,10,0.0369610115885735,0.180000305175781,1
"391",400,3,1,1,16,15,4.5,8,24,5.05000019073486,23.5,20,-3.5,0.122222222387791,0.550000190734863,1
"392",401,3,0,1,8,6,4.25,5,27,5.05000019073486,11,18.5,7.5,0.18823529779911,0.800000190734863,1
"393",402,3,1,1,11,10,4.75,17,5,5.05000019073486,16,19.5,3.5,0.063157893717289,0.300000190734863,1
"394",405,3,1,1,6,17,4.32000017166138,1.5,15,5.05000019073486,14.5,9,-5.5,0.168981432914734,0.730000019073486,1
"395",410,1,0,1,0,35,4.25,0,35,5.05000019073486,17.5,17.5,0,0.18823529779911,0.800000190734863,1
"396",411,1,0,1,0,36,4.5,4,36,5.05000019073486,18,22,4,0.122222222387791,0.550000190734863,1
"397",412,2,0,1,0,17,4.5,0,13,5.05000019073486,8.5,6.5,-2,0.122222222387791,0.550000190734863,1
"398",413,1,0,1,0,36,4.25,0,20,5.05000019073486,18,10,-8,0.18823529779911,0.800000190734863,1
"399",414,1,0,1,0,36,4.25,13,9,5.05000019073486,18,17.5,-0.5,0.18823529779911,0.800000190734863,1
"400",415,1,0,1,8,32,4.25,0,38,5.05000019073486,24,19,-5,0.18823529779911,0.800000190734863,1
"401",417,1,1,1,4,28,4.25,13,17,5.05000019073486,18,21.5,3.5,0.18823529779911,0.800000190734863,1
"402",418,1,0,1,30,15,4.25,0,35,5.05000019073486,37.5,17.5,-20,0.18823529779911,0.800000190734863,1
"403",419,2,1,1,3,10,4.25,5,5,5.05000019073486,8,7.5,-0.5,0.18823529779911,0.800000190734863,1
"404",421,2,1,1,20,10,4.61999988555908,25,7,5.05000019073486,25,28.5,3.5,0.0930736213922501,0.430000305175781,1
"405",422,2,0,1,0,7,4.75,5,10,5.05000019073486,3.5,10,6.5,0.063157893717289,0.300000190734863,1
"406",423,2,1,1,2,10,4.94999980926514,19,3.5,5.25,7,20.75,13.75,0.0202020592987537,0.300000190734863,1
"407",424,2,1,1,3.5,6.5,4.75,12,3,5.25,6.75,13.5,6.75,0.063157893717289,0.5,1
"408",426,3,1,1,3,33,4.25,5,25,5.05000019073486,19.5,17.5,-2,0.18823529779911,0.800000190734863,1
"409",427,4,0,1,7,8,4.75,0,35,5.05000019073486,11,17.5,6.5,0.063157893717289,0.300000190734863,1
"410",428,4,0,1,0,33,4.61999988555908,10,24,5.1399998664856,16.5,22,5.5,0.0930736213922501,0.519999980926514,1
