SPREAD,H,MAT,SAG,BIL,COL,MAS,DUN,REC,LV
3,-1,40,37,25,39,33,18,30,14.5
-31,-1,-74,-83,-63,-61,-83,-61,-50,-25
-21,-1,-30,-27,-10,-22,-23,-46,-15.55556,-12
-4,-1,8,6,11,14,2,22,11.81818,2.5
-5,-1,38,43,33,49,41,34,30,10.5
-15,-1,4,3,2,4,1,2,4.54545,1.5
18,-1,71,72,42,73,72,76,40,22.5
-3,-1,-11,-24,-1,-7,-19,-2,0,-5
-3,-1,-6,-4,-26,-16,-10,-32,-24.54545,-5.5
-37,-1,-9,-27,8,-8,-26,-16,-10,-14
-32,-1,-36,-30,-42,-18,-24,-41,0,-10.5
27,-1,18,14,15,14,10,12,10,4
-28,-1,-49,-54,-32,-46,-57,-54,-30,-23
8,-1,-30,-20,4,-63,-36,-16,-54.54545,-4.5
31,-1,-24,-18,-17,-28,-22,-24,-20,0
-32,-1,28,25,18,52,31,28,30,1.5
-4,-1,-59,-61,-57,-49,-61,-63,-36.36364,-20
27,0,-2,-4,-1,5,-4,2,0,-7
-10,-1,-5,-11,7,-2,-11,-5,-6.36364,-6.5
16,0,11,11,11,10,12,8,15.90909,8
-55,-1,-81,-76,-67,-71,-74,-83,-43.63636,-31
-1,0,-12,-34,-26,-20,-29,-5,-6.06061,-5.5
-14,0,48,43,46,44,38,8,18.18182,5
-20,0,-8,-6,-7,-4,2,2,0,3
-6,0,35,43,45,15,32,37,-3.0303,9
-18,0,-4,-12,-25,-10,-16,-21,-27.27273,-3
24,0,9,7,2,6,5,6,2.27273,6.5
4,0,26,31,34,21,31,36,27.27273,11
-7,0,5,-4,28,6,7,17,0,3
-10,0,-7,7,-13,-18,-1,5,-27.27273,3
42,0,4,5,3,-4,9,18,0,-2.5
-3,0,14,15,29,3,12,6,-11.36364,2
-34,0,-13,-7,-1,12,-3,-32,18.18182,-8
-6,0,-14,-15,-33,-5,-15,-18,0,-6
-4,0,9,14,11,3,13,-1,0,3
2,0,-2,-11,15,5,-12,-9,0,-4
-1,0,3,3,5,2,2,2,1.51515,1
21,0,-21,-16,-10,-19,-17,-31,-5.59441,-6
-3,0,-1,-3,-3,-4,-3,-4,-6.81818,2
3,0,-15,-19,-10,-8,-20,-10,0,-5
-15,0,-1,-6,2,4,-7,-12,6.06061,-5
-8,0,-16,-20,-15,-8,-22,-20,-9.09091,-14
10,0,2,2,4,3,2,3,9.84848,4
17,0,1,1,1,1,1,1,0,5.5
17,-1,46,50,55,30,42,67,25,7
-22,-1,-54,-62,-41,-45,-60,-49,-25,-22
29,-1,24,32,10,41,26,17,50,9
-19,-1,-24,-30,3,-39,-46,-6,-25,-14
14,-1,90,85,70,90,89,85,100,17.5
10,-1,-24,-20,-22,-19,-21,-14,5,-7
-17,-1,6,11,11,-6,11,-2,-50,-1
-21,-1,-43,-32,-41,-40,-36,-37,-20,-20
-12,-1,-17,-3,-41,-48,-31,-38,-50,-14.5
1,-1,-11,-7,-32,-5,-8,-21,-5,-11
13,-1,11,23,-8,-29,8,3,10,-3.5
-42,-1,-82,-83,-78,-69,-82,-69,-50,-42.5
3,-1,1,1,-5,-21,3,9,-10,-5
12,-1,23,30,18,36,50,33,5,10
-11,-1,-22,-12,19,-47,-12,20,-50,0
23,-1,-14,-40,-14,-11,-26,-12,0,-2.5
38,-1,11,17,23,-7,24,39,0,3.5
-7,-1,-3,-14,-8,-6,-22,-53,10,-9.5
-7,-1,-17,-42,1,-23,-27,-8,15,-6
7,-1,7,3,19,-15,-2,26,0,14.5
-12,-1,10,5,-3,2,-2,-1,-5,-12.5
30,-1,41,52,39,30,45,50,-6.66667,13.5
-35,-1,22,19,-12,30,-11,12,35,-6
7,-1,60,34,49,83,63,84,80,8.5
-23,-1,6,24,-12,26,3,-3,20,-7
-3,-1,-11,-27,-4,10,3,16,30,-6
16,-1,52,21,41,34,50,27,35,7
-42,-1,-73,-76,-60,-65,-53,-33,-55,-15
-7,-1,30,29,23,25,22,27,20,11.5
-24,-1,-34,-58,-56,-12,-31,-54,-40,-32
8,-1,-17,-6,-20,-24,-23,-11,-60,-7.5
-21,-1,-81,-78,-59,-82,-81,-50,-80,-37
-2,-1,-17,-33,-31,-13,-19,-48,0,-10
19,-1,31,5,16,47,24,11,35,-3.5
41,-1,85,84,79,90,93,88,60,36.5
-31,-1,1,2,-23,-4,-2,-14,-10,-8
-7,-1,-10,-29,2,-37,-15,6,-50,-3
22,-1,37,29,47,25,16,48,40,13.5
7,-1,26,46,7,34,17,2,40,1
10,-1,50,49,79,13,36,52,0,17
-19,-1,44,51,13,38,15,22,25,-7
-7,-1,-3,-21,-2,-13,-4,14,-40,-6
-3,-1,-17,-24,11,-32,-30,-7,-15,6.5
-5,-1,-56,-70,-30,-40,-40,-46,-40,-14
-5,-1,-48,-60,-5,-64,-56,-24,-55,-9.5
19,-1,10,14,2,5,1,5,0,-3
3,-1,5,3,-5,-11,-17,8,-40,-4
-27,-1,-9,-15,-30,-32,-39,-24,-16.66667,-10
24,-1,14,5,8,5,1,15,0,5
-41,-1,-60,-58,-50,-52,-81,-45,-30,-21
30,-1,90,71,77,84,74,70,75,25
3,-1,3,2,-6,9,-2,-4,40,-5
-14,-1,-2,-5,-6,25,-8,23,43.33333,-5.5
-31,-1,-34,-39,-38,-28,-41,-41,-2.85714,-18.5
21,-1,28,30,32,27,34,29,16.66667,8
13,-1,65,69,28,79,59,52,83.33333,7.5
-2,-1,24,23,6,31,14,11,50,4
-21,-1,-46,-43,-34,-57,-40,-26,-63.33333,-19.5
-8,-1,-5,7,-19,-21,-6,-6,-30,-10
22,-1,40,38,61,32,35,56,50,22
-8,-1,20,17,-13,32,13,-13,20,-9
-10,-1,24,26,9,38,36,32,60,10.5
-18,-1,-7,-2,-17,-7,1,-10,0,-10.5
-48,-1,-56,-66,-55,-79,-61,-55,-50,-26.5
19,-1,42,39,56,25,41,43,21.42857,17
-3,-1,-27,-34,-44,-17,-21,-28,-10,-10.5
-1,-1,3,6,-42,11,-3,-13,20,-9.5
-10,-1,-7,-8,-15,6,-14,-11,-16.66667,-10.5
-8,-1,-1,10,14,-3,-8,4,-40,-8
12,-1,47,55,8,49,45,37,50,4
-7,-1,-1,-5,-11,10,4,11,10,-3
-41,-1,-57,-48,-53,-79,-71,-52,-50,-34
-35,-1,-73,-72,-59,103,-92,-69,-100,-36
3,-1,-18,-15,-25,-3,-18,-24,6.66667,-9.5
-6,-1,-45,-18,-38,-41,-48,-19,-50,-17
11,-1,76,63,56,84,74,63,63.33333,19
6,-1,41,47,47,57,58,64,26.66667,14
-30,-1,-53,-54,-73,-47,-62,-46,-40,-38.5
-14,-1,-23,-19,-44,-22,-30,-44,-40,-16.5
-32,-1,-32,-33,-38,-47,-42,-42,-60,-21
-3,-1,-3,-3,-4,-2,-6,-3,0,-10
-18,-1,-19,-17,-8,-20,-20,-12,-30,-8.5
4,-1,-31,-28,-40,-15,-28,-36,0,-21
3,-1,41,36,28,36,37,45,6.66667,5
-7,-1,13,2,14,27,24,18,30,-5.5
28,-1,27,17,25,18,11,27,16.66667,9
24,-1,25,28,47,14,36,47,0,10
17,-1,12,20,44,6,31,47,0,13.5
4,-1,-100,-98,-95,105,-96,-91,-100,-35.5
21,-1,22,22,42,38,41,33,43.33333,7
-4,-1,60,59,18,71,40,23,63.33333,-2.5
-2,-1,3,-1,-14,9,2,-15,16.66667,-5
-4,-1,28,29,-3,22,8,4,20,-3.5
-25,-1,-77,-87,-74,-84,-92,-75,-80,-27
-3,-1,1,2,13,9,5,-6,20,2.5
10,-1,13,6,7,32,24,9,6.66667,0
34,-1,72,77,67,81,79,82,66.66667,21.5
3,-1,64,54,51,73,66,55,80,21
-6,-1,-24,-25,-22,-17,-24,-21,-16.66667,-15.5
21,-1,59,44,61,65,48,68,50,11
-17,-1,-35,-42,-39,-32,-35,-48,-33.33333,-17.5
-13,-1,-33,-28,-70,-43,-57,-55,-23.80952,-25.5
-3,-1,-63,-56,-73,-62,-67,-63,-46.66667,-25
-32,-1,-66,-67,-58,-92,-85,-66,-85.71429,-30
-10,-1,-21,-27,-30,-28,-19,-16,-33.33333,-17.5
32,-1,68,60,56,72,72,47,66.66667,28
-5,-1,-29,-24,-12,-30,-26,-9,-14.28571,-2.5
-16,-1,51,43,48,73,51,44,57.14286,7
-34,-1,-16,-31,-36,1,-12,-41,16.66667,-10
27,-1,5,12,10,6,7,3,2.38095,13
2,-1,3,-4,10,9,12,15,11.90476,1.5
22,-1,-7,-18,8,-6,-20,-6,-16.66667,7
-33,-1,-57,-63,-51,-54,-59,-74,-14.28571,-24
-11,-1,-12,-6,-11,-16,-28,-34,-16.66667,-14
-45,-1,-60,-55,-67,-68,-75,-59,-66.66667,-34
-21,-1,-29,-32,-20,-33,-35,-31,-16.66667,-20.5
-15,-1,14,17,-6,24,-5,-4,33.33333,-7.5
-38,-1,-89,-91,-89,-87,-88,-85,-52.38095,-33.5
-3,-1,-32,-40,-33,-39,-30,-45,-26.19048,-13
3,-1,-11,-14,5,-18,-19,-3,-20,-4
41,-1,64,53,47,85,74,59,83.33333,14
-1,-1,15,15,37,9,22,24,0,7.5
-35,-1,-9,-16,2,6,-4,7,33.33333,-7.5
-7,-1,-5,-11,-23,-12,-15,-25,-2.38095,-19
1,-1,-48,-47,-29,-35,-25,-10,-16.66667,-14
-3,-1,-24,-31,-44,-30,-33,-48,-28.57143,-20
10,-1,13,10,15,7,12,6,28.57143,6.5
7,-1,11,7,33,-13,12,33,-10,4.5
-10,-1,-3,-8,-20,-1,-8,-27,-16.66667,-10.5
12,-1,2,1,-4,-9,-4,-10,-11.90476,-10
26,-1,88,78,66,95,85,69,71.42857,29
-15,-1,10,2,-22,2,-11,-22,0,-8.5
-1,-1,-26,-25,-40,-15,-28,-49,-9.52381,-17
-10,-1,-39,-26,-18,-58,-43,-23,-50,-7.5
-3,-1,-10,-12,-36,3,-1,-45,-14.28571,-18
-3,-1,15,15,36,18,31,14,14.28571,6.5
-4,-1,-7,-13,-15,-5,-6,-11,-11.90476,-7
-21,-1,-26,-16,-17,-12,-30,-12,-8.33333,-13.5
-7,-1,-11,-8,-19,-13,-19,-25,0,-9
-26,-1,17,1,-14,30,21,-11,16.66667,-10.5
7,-1,36,25,30,35,37,34,7.14286,5
28,-1,47,57,70,56,58,50,50,19
12,-1,25,26,28,24,26,26,33.33333,14
-1,-1,-6,-8,13,-10,-8,15,16.66667,2.5
-14,-1,-26,-20,18,-19,-22,9,-42.85714,-1
41,-1,69,56,65,69,52,62,50,21
-2,-1,9,3,22,23,19,20,7.14286,4
31,-1,59,53,45,58,56,56,57.14286,6.5
-13,-1,-1,3,-11,10,7,-13,-5.35714,-10
-1,-1,-2,2,3,-8,-7,-4,-14.28571,-2
-6,-1,9,14,3,4,-1,5,0,-2.5
10,-1,-2,-2,18,-8,-5,11,0,6
3,-1,33,36,8,47,27,10,71.42857,4
-16,-1,1,-1,-26,7,-6,-17,23.21429,-12
-24,-1,-13,-2,-35,-44,-37,-18,-54.7619,-14.5
-18,-1,-30,-26,-47,-20,-27,-47,-23.80952,-15.5
1,-1,21,17,20,23,25,24,7.14286,2
-12,-1,47,44,44,62,50,47,49.20635,10
-3,-1,52,41,16,52,42,25,35.71429,4
31,-1,13,7,7,7,5,8,0,11.5
8,-1,25,37,34,14,24,37,-8.92857,5.5
17,-1,75,71,70,78,83,79,42.85714,13
-17,-1,-21,-33,-16,-29,-23,-13,-28.57143,-15.5
3,-1,8,1,-9,-17,-7,-1,-28.57143,-6
18,-1,4,15,15,17,6,37,33.92857,3
-27,-1,-83,-81,-83,-84,-83,-94,-58.33333,-33.5
-22,-1,-41,-48,-41,-29,-32,-53,-12.5,-14
-3,-1,-14,-9,-3,-3,-7,9,0,-7
48,-1,40,42,48,61,48,46,62.5,27
-6,-1,28,45,33,5,25,47,-14.28571,10
-52,-1,-86,-72,-90,-85,-89,-88,-85.71429,-37
-21,-1,31,42,45,59,46,46,71.42857,11.5
5,-1,3,3,14,8,21,22,14.28571,12.5
2,-1,7,5,-4,-6,9,13,-3.57143,-1.5
-26,-1,-53,-62,-38,-49,-46,-40,-37.5,-27
7,-1,48,54,31,59,53,32,32.14286,4.5
-24,-1,-38,-34,-14,-43,-45,-33,-17.85714,-10
-14,-1,-48,-41,-38,-56,-40,-52,-57.14286,-10
31,-1,62,50,45,61,55,48,57.14286,24
-35,-1,6,6,4,3,1,13,-1.78571,-2
-17,-1,-55,-51,-51,-56,-66,-52,-33.33333,-24
-24,-1,-62,-48,-42,-47,-31,-36,-48.21429,-20
-10,-1,6,15,11,-4,-1,34,0,3
-4,-1,-86,-80,-61,-91,-77,-56,-85.71429,-28.5
-11,-1,-21,-10,-1,-34,-33,2,-28.57143,3
35,-1,95,97,73,101,90,77,87.5,17
4,-1,-9,-9,-15,-16,-20,-27,-16.07143,-16.5
11,-1,31,22,32,47,37,32,44.64286,5
13,-1,46,39,34,38,48,35,33.92857,13.5
4,-1,20,32,9,15,13,6,28.57143,4
32,-1,20,15,13,4,17,13,19.64286,7
3,-1,-31,-26,8,-44,-26,12,-30.35714,-4.5
21,-1,58,64,55,44,53,55,42.85714,12
-23,-1,-12,-11,1,4,-1,-3,8.92857,-6.5
-14,-1,-14,-15,-8,-14,-11,-16,-19.04762,-4
25,-1,15,13,9,38,27,20,50,16.5
7,-1,20,6,10,20,23,8,28.57143,3.5
3,-1,61,64,32,72,67,54,52.77778,7.5
7,-1,13,9,34,-11,-8,34,0,5.5
-12,-1,22,10,3,32,22,-6,4.16667,-3
4,-1,16,21,19,26,19,27,34.44444,10.5
-32,-1,-29,-38,-29,-31,-26,-25,-22.22222,-8.5
-4,-1,-12,-11,-18,-5,-8,-21,0,-9.5
-23,-1,-77,-73,-52,-73,-79,-46,-66.66667,-31.5
8,-1,13,16,-16,29,7,-2,8.33333,1.5
-29,-1,24,23,15,14,19,31,-15.55556,2
17,-1,40,31,40,45,43,41,36.66667,10.5
-3,-1,-40,-30,-23,-35,-37,-20,-11.11111,-13
22,-1,39,34,25,25,28,20,23.63636,3.5
-3,-1,-9,-10,-5,-4,-11,-9,-11.11111,-8.5
17,-1,73,77,62,76,72,65,56.66667,28
11,-1,19,30,11,30,30,9,41.66667,6
-39,-1,-37,-45,-47,-29,-40,-40,-33.33333,-28
-1,-1,53,48,31,38,46,33,33.33333,10
-29,-1,-43,-36,-43,-50,-47,-35,-44.44444,-16.5
-56,-1,-72,-63,-58,-88,-78,-65,-88.88889,-34.5
-24,-1,-66,-72,-71,-45,-60,-70,-22.22222,-37
-4,-1,5,2,9,29,12,5,14.44444,5
18,-1,7,10,29,3,1,33,0,3
17,-1,-22,-22,-21,-32,-35,-21,-22.22222,-9
-42,-1,-57,-52,-49,-54,-52,-53,-33.33333,-18.5
35,-1,79,70,75,65,62,67,49.20635,23.5
-1,-1,11,8,4,26,8,13,11.11111,-3
-3,-1,-7,-4,-15,-11,-14,-11,-12.22222,-6
-10,-1,-4,-6,-11,-7,-4,-6,-20,-11
-22,-1,-40,-33,-25,-44,-43,-34,-44.44444,-16
-4,-1,-20,-25,-15,-27,-28,-33,-33.33333,-16
-17,-1,-44,-48,-32,-32,-30,-29,-27.77778,-10
-1,-1,14,11,-11,13,6,-18,2.22222,-7.5
-16,-1,-15,-20,-12,-11,-20,-9,-11.11111,-17
-31,-1,-81,-68,-57,-69,-77,-73,-55,-24
30,-1,65,66,72,77,63,69,50,20.5
31,-1,74,67,62,67,66,74,55.55556,25.5
12,-1,-1,-9,-15,2,-11,-8,11.11111,-4
1,-1,20,23,27,9,15,12,4.44444,2.5
28,-1,20,29,16,31,26,20,15.55556,5
-19,-1,-90,-91,-68,-92,-81,-83,-77.77778,-32
-7,-1,17,17,14,22,24,17,11.11111,2.5
10,-1,23,16,14,30,24,21,11.11111,5.5
14,-1,56,56,61,72,60,56,75,16
12,-1,27,24,25,32,22,18,44.44444,6.5
34,-1,49,43,32,45,45,37,36.66667,11
-38,-1,-61,-72,-39,-57,-49,-44,-44.44444,-22
-2,-1,2,-6,2,13,-13,11,25,-4.5
-10,-1,13,13,-9,30,20,-7,22.22222,-7
14,-1,38,36,54,16,17,46,6.94444,20.5
-17,-1,20,25,25,12,8,16,22.22222,-3
-28,-1,-67,-63,-71,-70,-63,-63,-52.77778,-23
-1,-1,28,24,19,36,23,8,22.22222,3
-12,-1,-23,-23,-25,-37,-30,-32,-37.77778,-10
-14,-1,-17,-11,-7,-23,-14,4,-30,-4
-10,-1,-18,-12,-5,-31,-17,-11,-40,-8
-14,-1,-14,-16,-22,-20,-17,-29,-20,-14
-25,-1,-28,-23,-36,-28,-22,-13,-26.66667,-13.5
11,-1,28,32,15,31,34,33,20,9.5
2,-1,4,10,14,9,4,12,2.72727,-2
44,-1,-5,-2,3,-3,3,2,-26.36364,4
3,-1,19,10,2,26,15,-4,30,-2
-11,-1,-5,1,1,-2,1,-2,-0.90909,-2.5
-28,-1,-51,-52,-56,-70,-65,-52,-70,-16
1,-1,16,15,12,22,17,14,10,2.5
-32,-1,-42,-44,-40,-42,-47,-61,-20,-20.5
-45,-1,-30,-35,-40,-33,-37,-49,-23.63636,-16.5
-42,-1,-10,-13,-13,-18,-9,-21,-10,-7
-3,-1,15,8,22,20,23,27,20,2.5
6,-1,12,14,13,17,15,14,30,13
-38,-1,-24,-17,-20,-24,-21,-17,-30,-11
-3,-1,-22,-14,-22,-39,-24,-8,-44.44444,-3
6,-1,59,56,52,67,62,64,50,15.5
-15,-1,-11,-12,-2,-7,1,5,-10,-10
-7,-1,-29,-34,-23,-29,-27,-32,-11.11111,-12
-32,-1,-56,-55,-54,-71,-60,-47,-52.72727,-21.5
-8,-1,-5,-4,4,4,-8,7,10,-2.5
22,-1,11,17,24,15,28,40,4.44444,6.5
14,-1,52,43,34,56,52,24,36.66667,10
26,-1,22,29,31,21,22,18,18.18182,16.5
10,-1,29,23,29,41,31,24,40,23.5
-3,-1,37,36,23,43,42,32,40,9.5
-21,-1,-2,-5,-8,-5,-3,-3,-12.22222,-1.5
-6,-1,-44,-44,-43,-42,-35,-42,-40,-21.5
-40,-1,-50,-52,-49,-32,-25,-53,-27.77778,-28.5
-3,-1,-19,-20,-21,-1,-13,-26,-3.63636,-14
-9,-1,-8,-6,-11,9,9,-10,-10,-5.5
-17,-1,-10,-11,-12,-16,-13,-1,-30,-6
13,-1,20,25,19,10,16,17,3.0303,4
27,-1,37,35,28,26,32,18,0,10
7,-1,-29,-32,-16,-36,-23,-11,-30,-7
31,-1,82,77,64,69,67,67,46.66667,27.5
23,-1,46,45,28,53,44,33,50,7
-3,-1,25,24,38,30,28,37,30,8
-5,-1,-41,-36,-28,-45,-45,-42,-30,-13.5
-3,-1,46,37,31,68,56,33,50,12
-28,-1,-49,-49,-24,-51,-55,-47,-47.77778,-17.5
7,-1,34,41,46,32,35,37,20,9.5
-35,-1,50,37,46,71,65,49,50,10.5
-33,-1,-35,-39,-26,-48,-41,-13,-45.45455,-12.5
22,-1,13,20,25,10,16,28,10,6
-8,-1,-35,-36,-33,-38,-30,-25,-40.90909,-11.5
-2,-1,-20,-25,-24,-18,-27,-34,-2.72727,-19.5
-27,-1,-23,-23,-25,-38,-29,-17,-40,-6.5
-2,-1,12,8,19,16,14,20,20.90909,2
38,-1,64,56,71,71,62,41,50,15.5
2,-1,-1,-3,-1,-8,-10,13,0,-3
-53,-1,-7,-5,3,-3,-2,5,7.77778,-3.5
31,-1,95,89,102,98,96,99,72.72727,38.5
-23,-1,-22,-19,-1,-18,-6,12,-15.45455,-6.5
3,-1,-31,-22,-4,-24,-16,-4,-20,-2.5
-10,-1,-2,-3,-1,11,5,-11,26.36364,-8.5
41,-1,88,93,65,83,79,75,80,28.5
4,-1,7,-3,8,11,17,3,0,-2.5
-6,-1,-15,-11,-27,-20,-12,-30,-27.27273,-12
7,-1,22,22,19,23,20,22,15.90909,4
4,-1,15,18,15,1,6,19,-10,6
-3,-1,6,7,13,3,3,18,16.66667,17.5
-10,-1,-27,-24,-8,-29,-21,-14,-27.27273,-14.5
-4,-1,34,32,27,36,41,40,30,9.5
7,0,2,1,14,1,23,16,-9.09091,7
-19,0,1,13,13,-19,-8,13,-28.0303,3.5
20,0,9,13,8,19,10,8,37.12121,3.5
8,0,-19,-20,-14,-18,-22,-11,-9.09091,-5.5
3,0,10,14,9,3,10,32,-9.09091,3.5
-31,0,-4,-9,-2,3,8,-8,-9.09091,-5
-3,0,19,22,9,20,24,9,25,13
-23,0,-12,-17,-18,-7,-6,-8,-9.09091,-7
3,0,1,-2,9,6,8,-3,16.66667,-3
-7,0,37,46,43,18,37,39,-9.09091,17
-14,0,-29,-32,-19,-34,-30,-29,-30.76923,-6.5
2,0,-10,-13,-9,-11,-10,-8,-9.09091,-2.5
17,0,-24,-25,-5,-15,-16,-19,-9.09091,-9.5
-9,0,47,39,43,34,46,49,12.12121,16
-14,0,11,13,-3,2,5,5,6.81818,-3
7,0,1,4,11,-5,12,18,0,3
-12,0,-14,-13,-3,-12,-5,-15,-9.09091,-7
-27,0,-22,-16,3,-20,-11,5,-6.06061,-6.5
10,0,1,-1,5,-2,-4,5,6.29371,12.5
7,0,-6,-6,-5,-5,-9,-5,0,-9
21,0,5,8,14,12,15,2,9.09091,7
-7,0,1,-1,-1,-1,1,1,-8.33333,5.5
